datetime,original_Latitude,original_Longitude,Date,Time,Latitude,Longitude
2025-12-06 10:46:27,13.0172325,80.2409195,2025-12-06,10:46:18,13.01722140143235,80.24097842480943
2025-12-06 10:46:28,13.017158,80.24085033,2025-12-06,10:46:19,13.017136987927136,80.24096188790838
2025-12-06 10:46:29,13.0171,80.24093417,2025-12-06,10:46:20,13.017096281312336,80.24095391334362
2025-12-06 10:46:30,13.01703267,80.24075283,2025-12-06,10:46:21,13.016998407143209,80.2409347394692
2025-12-06 10:46:31,13.01699633,80.2411355,2025-12-06,10:46:22,13.017032871924632,80.2409414912327
2025-12-06 10:46:32,13.01691683,80.240999,2025-12-06,10:46:23,13.016931405841412,80.2409216136995
2025-12-06 10:46:33,13.01691767,80.24084967,2025-12-06,10:46:24,13.016905090310143,80.2409164584043
2025-12-06 10:46:34,13.0167885,80.24077183,2025-12-06,10:46:25,13.016765272654089,80.24088898320514
2025-12-06 10:46:35,13.016684,80.24074617,2025-12-06,10:46:26,13.016659989663895,80.24086727241274
2025-12-06 10:46:36,13.01663117,80.24070183,2025-12-06,10:46:27,13.016600789025217,80.24085506443856
2025-12-06 10:46:37,13.01654367,80.24079433,2025-12-06,10:46:28,13.016534345047253,80.24084136279576
2025-12-06 10:46:38,13.0164655,80.2406895,2025-12-06,10:46:29,13.016439277771573,80.24082175865485
2025-12-06 10:46:39,13.01628333,80.24060717,2025-12-06,10:46:30,13.016248581232785,80.24078243452358
2025-12-06 10:46:40,13.0163635,80.24072383,2025-12-06,10:46:31,13.016347823288918,80.24080289953254
2025-12-06 10:46:41,13.01620433,80.2404185,2025-12-06,10:46:32,13.016136747055187,80.2407593728719
2025-12-06 10:46:42,13.01620667,80.24056567,2025-12-06,10:46:33,13.016167027556165,80.24076561710045
2025-12-06 10:46:43,13.01610567,80.240625,2025-12-06,10:46:34,13.01608129569864,80.24074793809285
2025-12-06 10:46:44,13.01600567,80.24068133,2025-12-06,10:46:35,13.01599595315507,80.24073033937746
2025-12-06 10:46:45,13.01601033,80.24060967,2025-12-06,10:46:36,13.015986780522164,80.24072844786481
2025-12-06 10:46:46,13.01593783,80.2407125,2025-12-06,10:46:37,13.015936715011142,80.2407181237268
2025-12-06 10:46:47,13.01586683,80.24089567,2025-12-06,10:46:38,13.01589337925721,80.24070993121794
2025-12-06 10:46:48,13.01581167,80.24083483,2025-12-06,10:46:39,13.015830851592757,80.24070063536313
2025-12-06 10:46:49,13.0157345,80.2406445,2025-12-06,10:46:40,13.015728647968034,80.24068544097598
2025-12-06 10:46:50,13.01570117,80.24067933,2025-12-06,10:46:41,13.01570088644835,80.24068131373394
2025-12-06 10:46:51,13.0156235,80.2406665,2025-12-06,10:46:42,13.015623028630104,80.24066983976088
2025-12-06 10:46:52,13.01556883,80.24057817,2025-12-06,10:46:43,13.015557254596434,80.2406601844004
2025-12-06 10:46:53,13.01578767,80.24058817,2025-12-06,10:46:44,13.015676973774621,80.24067775869167
2025-12-06 10:46:54,13.01572017,80.24061383,2025-12-06,10:46:45,13.015676973774621,80.24067775869167
2025-12-06 10:46:55,13.01569067,80.24048867,2025-12-06,10:46:46,13.015664246018718,80.24067589030793
2025-12-06 10:46:56,13.015523,80.240567,2025-12-06,10:46:47,13.015510810336218,80.24065336657453
2025-12-06 10:46:57,13.01546867,80.240544,2025-12-06,10:46:48,13.015454402831196,80.2406450861882
2025-12-06 10:46:58,13.01545833,80.240537,2025-12-06,10:46:49,13.015443304796797,80.24064345704343
2025-12-06 10:46:59,13.01539933,80.24063217,2025-12-06,10:46:50,13.015398661897345,80.24063690365476
2025-12-06 10:47:00,13.0154775,80.240588,2025-12-06,10:46:51,13.015469137643139,80.24064724919681
2025-12-06 10:47:01,13.01558517,80.24052283,2025-12-06,10:46:52,13.015565610868368,80.24066141106688
2025-12-06 10:47:02,13.01568233,80.24056033,2025-12-06,10:46:53,13.015665983974351,80.24067614543286
